member_id,hotel_id,rating,recommend_list
A25ED6A8ABAF7A2D03F5DDC1C89EAC98,Millennium_Bailey_s_Hotel_London_Kensington,3,3:Value;5:Location;3:Sleep Quality;2:Rooms;4:Cleanliness;2:Service
999B83F6320752F489AE3164060781B0,Melia_White_House,4,4:Value;5:Location;3:Rooms;3:Cleanliness;3:Service
7910561A712F0182D5DC79098ABC05EE,Hyatt_Regency_Chicago,4,4:Value;4:Location;4:Sleep Quality;4:Rooms;4:Cleanliness;4:Service
FF7E4942F271CD121E06B15C2DE02765,NH_Harrington_Hall_Hotel,4,5:Value;5:Location;5:Sleep Quality;4:Rooms;4:Cleanliness;4:Service
87832CFDF49E1A57ADF60F26A78E62A6,Mandarin_Orchard_Singapore,3,3:Value;5:Location;4:Sleep Quality;3:Rooms;4:Cleanliness;4:Service
B9B6AAFF6C578132CE75449D1A5F0C84,Silka_Seaview_Hotel,4,4:Value;4:Location;4:Sleep Quality;4:Rooms;4:Cleanliness;5:Service
B9B6AAFF6C578132CE75449D1A5F0C84,Oriental_Lander_Hotel,2,2.0:Value;3.0:Location;2.0:Sleep Quality;2.0:Rooms;2.0:Cleanliness;4.0:Service
F6A5AF9EB44E82A168F14986AAF94981,Hilton_Singapore,3,2:Value;4:Location;3:Sleep Quality;3:Rooms;3:Cleanliness;4:Service
F6A5AF9EB44E82A168F14986AAF94981,Conrad_Hong_Kong,4,2:Value;4:Location;5:Sleep Quality;5:Rooms;5:Cleanliness;5:Service
F671E6C8370370D1FE80A62A0041A125,Marina_Bay_Sands,4,4:Value;5:Location;5:Sleep Quality;4:Rooms;4:Cleanliness;3:Service
4E31E89ABCC083D296072F809641A36E,Hotel_Wales,2,2:Value;5:Location;3:Sleep Quality;3:Rooms;3:Cleanliness;3:Service
2CE103D0BB49A8F34EDE01A45E2D9A49,The_Regency_Hotel_Dublin,4,4:Value;3:Location;4:Sleep Quality;4:Rooms;4:Cleanliness;2:Service
A796B3C7DF736A30C116B18D4B5F3AE6,BEST_WESTERN_Phoenix_Hotel,4,5:Value;5:Location;4:Sleep Quality;4:Rooms;5:Cleanliness;4:Service
4F3A78C8BE9704F6AC01923F5AC6DC5C,Four_Seasons_Hotel_Chicago,4,3:Value;5:Location;3:Sleep Quality;3:Rooms;5:Cleanliness;5:Service
F0BB5FA4A06D800B09050A8CBB57E599,Mandarin_Orchard_Singapore,4,3:Value;5:Location;4:Sleep Quality;3:Rooms;4:Cleanliness;4:Service
906D12B043C68F5381FBF51B8139AADB,Chamberlain_Hotel,4,5:Value;3:Location;5:Sleep Quality;5:Rooms;5:Cleanliness;5:Service
52C5006520014279611F6E748373A231,Athenaeum_Hotel_Apartments,5,5:Value;5:Location;5:Sleep Quality;5:Rooms;5:Cleanliness;5:Service
970ED46389773E599F75899EBB196588,The_Benjamin,5,4:Value;4:Location;5:Sleep Quality;5:Rooms;5:Cleanliness;5:Service
B7C1390ACB8957D57A02A91B06848C90,Fairways_Hotel,3,1.0:Value;5.0:Location;3.0:Sleep Quality;2.0:Rooms;4.0:Cleanliness;3.0:Service
0ACD2237A2615CA33A40BA231003975D,Crowne_Plaza_Times_Square_Manhattan,5,5:Value;5:Location;5:Sleep Quality;5:Rooms;5:Cleanliness;5:Service
599E0CEBD4C8B6CA3827AD710E786C95,PARKROYAL_on_Kitchener_Road,4,3:Value;4:Location;4:Sleep Quality;4:Rooms;4:Cleanliness;5:Service
AF10BAC0AFF430FEDA33E1A3130114D2,Langham_Place_Mongkok_Hong_Kong,4,4:Value;5:Location;3:Sleep Quality;5:Rooms;5:Cleanliness;3:Service
F1B39AA6E9965055EA9E4DCC7CD12230,The_Gibson_Hotel,5,4:Value;4:Location;5:Sleep Quality;5:Rooms;5:Cleanliness;4:Service
04C8D686BF5683D6D4FE053D64A14E5D,PARKROYAL_on_Beach_Road,4,4:Value;5:Location;4:Sleep Quality;4:Rooms;4:Cleanliness;3:Service
1803AF95300AEA6651A23CF82EFFE5E1,M1_Hotel,4,4.0:Value;5.0:Location;4.0:Sleep Quality;4.0:Rooms;4.0:Cleanliness;4.0:Service
45698DE4703A410C8D1BAA16AC0F38DF,Mondrian_SoHo_Hotel,2,5:Location;3:Rooms;5:Cleanliness;3:Service
AD989B4E2962B4BE0B484795BF22CED0,Premier_Inn_London_County_Hall,4,4:Value;4:Location;5:Sleep Quality;3:Rooms;4:Cleanliness;4:Service
398381F277926AA0F4B4E55E1B70958F,Park_Plaza_Westminster_Bridge_London,5,3:Value;5:Location;4:Sleep Quality;4:Rooms;5:Cleanliness
398381F277926AA0F4B4E55E1B70958F,Doubletree_by_Hilton_Hotel_London_Westminster,4,5:Location;4:Sleep Quality;4:Rooms;4:Cleanliness
9C7F4D0BB3186B5E8C2DA1B10CB670BE,Park_Plaza_County_Hall_London,4,4:Value;4:Location;5:Sleep Quality;4:Rooms;4:Cleanliness;4:Service
13E1512E7F190628EF8CCE5EF52A979B,O_Callaghan_Stephen_s_Green_Hotel,3,3:Value;3:Location;2:Sleep Quality;4:Rooms;4:Cleanliness;4:Service
755B2AE037B927AFEBC9CA43FB94F07B,Andaz_Wall_Street,5,5:Value;4:Location;4:Sleep Quality;5:Rooms;5:Cleanliness;5:Service
CEBDDB28242A688897619B625E9738C2,The_Standard_High_Line,4,3:Value;4:Location;3:Sleep Quality;4:Rooms;5:Cleanliness;4:Service
8D5939076EB85FC3617EDA6C02FD2EFA,Doubletree_Hotel_Metropolitan_New_York_City,4,4:Value;5:Location;4:Sleep Quality;3:Rooms;5:Cleanliness;3:Service
DA70AA75F2F93331D878D3BF88888AB3,London_Marriott_Hotel_Kensington,4,3:Value;4:Location;5:Sleep Quality;4:Rooms;4:Cleanliness;5:Service
2D2B91BC3AC99B4C4F30B5A817B73002,Doubletree_Hotel_Metropolitan_New_York_City,2,2:Value;4:Location;1:Sleep Quality;2:Rooms;2:Cleanliness;3:Service
2D2B91BC3AC99B4C4F30B5A817B73002,MileNorth_A_Chicago_Hotel,5,5:Value;5:Location;5:Sleep Quality;5:Rooms;5:Cleanliness;5:Service
ECCE315494FCCE85B222419E7BA1BB0A,Radisson_Blu_Edwardian_Vanderbilt,5,5:Value;5:Location;5:Sleep Quality;5:Rooms;5:Cleanliness;5:Service
33DB036158B2C6252BB79A2A68E934E8,Conrad_Centennial_Singapore,4,4:Value;4:Location;4:Sleep Quality;4:Rooms;5:Cleanliness;5:Service
ECCE315494FCCE85B222419E7BA1BB0A,Oliver_Plaza_Hotel,4,5.0:Value;5.0:Location;5.0:Sleep Quality;4.0:Rooms;3.0:Cleanliness;3.0:Service
6D620CF5D37C147B33599E9F01E2E2F1,The_Cumberland,4,4:Value;5:Location;5:Sleep Quality;4:Rooms;4:Cleanliness;4:Service
F2D9A46D6A6D4DD8202B5B25A5F9CDB7,The_May_Fair_Hotel,4,4:Value;5:Location;3:Sleep Quality;4:Rooms;5:Cleanliness;4:Service
2F573057656D3F6C01A2AF271D7D8B50,The_Surrey,4,4:Value;5:Location;3:Sleep Quality;5:Rooms;5:Cleanliness;5:Service
7F081993A19A43E27973C4B18AAD07B7,Hotel_41,5,5:Value;5:Location;5:Sleep Quality;5:Rooms;5:Cleanliness;5:Service
147FB8FA4C7FB64EA1E7C10EB2F31C59,Palomar_Chicago_a_Kimpton_Hotel,5,5:Value;5:Location;4:Sleep Quality;5:Rooms;5:Cleanliness;5:Service
8268E0B9D9A8D15BCF270BEC5C3C97AF,Hotel_Indigo_Chicago_Downtown_Gold_Coast,5,3:Value;3:Location;4:Sleep Quality;4:Rooms;5:Cleanliness;4:Service
47ED21E73DF9ABAD7EBC58826D604B33,Hotel_LKF_By_Rhombus,5,5:Value;4:Location;5:Sleep Quality;5:Rooms;5:Cleanliness;5:Service
EE238490AEB2AA4C3A0349BB2214C014,Cosmo_Hotel_Hong_Kong,4,4:Value;4:Location;5:Sleep Quality;4:Rooms;5:Cleanliness;4:Service
40C7B1AAB4D2C215128585AAF1F60AD5,Radisson_Blu_Edwardian_Grafton_Hotel,2,2:Value;3:Location;1:Sleep Quality;2:Rooms;3:Cleanliness;2:Service
40C7B1AAB4D2C215128585AAF1F60AD5,The_Cumberland,1,1:Value;2:Location;1:Sleep Quality;1:Rooms;3:Cleanliness;1:Service
EB1309AF2CD1852CED98CCB56CA040B2,Room_Mate_Grace,4,5:Value;5:Location;3:Sleep Quality;4:Rooms;3:Cleanliness;2:Service
0E5E350B11B624359F71D910C2E58376,Thistle_City_Barbican,2,1:Value;3:Location;3:Sleep Quality;2:Rooms;3:Cleanliness;3:Service
B647F19C4CF8DC5D1617F5F9DBB958E6,Marriott_London_Park_Lane,3,2:Value;5:Location;3:Sleep Quality;3:Rooms;5:Cleanliness;4:Service
A543DC3E123AE7676D9CEB6604728D60,The_Park_Lane_Sheraton_Hotel,2,2:Value;5:Location;2:Sleep Quality;1:Rooms;5:Cleanliness;3:Service
F160547F8F7FEBADBCC7AEDFFD8735BA,The_Plaza_Hotel,5,4:Value;5:Location;5:Sleep Quality;5:Rooms;5:Cleanliness;5:Service
5BCEB0646EEEC9C93E90DEF093E6A73E,Millennium_Bailey_s_Hotel_London_Kensington,5,4:Value;5:Location;5:Sleep Quality;5:Rooms;5:Cleanliness;5:Service
B01E551313F9F95DD12DE11265DB6526,Radisson_Blu_Portman_Hotel_London,4,4:Value;4:Location;4:Sleep Quality;5:Rooms;4:Cleanliness;5:Service
3D6BB8D45382BD0F66314AE0E4FE6907,Megaro_Hotel,5,4:Value;5:Location;5:Sleep Quality;5:Rooms;5:Cleanliness;5:Service
79D38563A0E9A10DDA5257F85E6D524D,Hyatt_Regency_Hong_Kong_Tsim_Sha_Tsui,4,4:Value;4:Location;2:Sleep Quality;5:Rooms;5:Cleanliness;4:Service
79D38563A0E9A10DDA5257F85E6D524D,O_Callaghan_Davenport_Hotel,1,1:Value;2:Location;2:Sleep Quality;1:Rooms;1:Cleanliness;1:Service
52768F7D3AEA6DA5F12329628947FBAE,Kimberley_Hotel,3,3:Value;4:Location;4:Sleep Quality;3:Rooms;4:Cleanliness;4:Service
E7EAA3E2AD904D90F5AFEE4F63371467,The_Mansfield,5,4:Value;5:Location;4:Sleep Quality;5:Rooms;5:Cleanliness;4:Service
A29D539C24C9649CEF1A45A0A9980EE1,Sloane_Square_Hotel,4,4:Value;5:Location;5:Sleep Quality;4:Rooms;5:Cleanliness;5:Service
9A9D60E3B3E11CAB268B0FAEF172E087,The_Benjamin,5,5:Value;5:Location;5:Sleep Quality;3:Rooms;5:Cleanliness;5:Service
121B9C0045E5301908296C950ABF12E1,Brewers_Inn,4,4.0:Value;5.0:Location;5.0:Sleep Quality;5.0:Rooms;4.0:Cleanliness;5.0:Service
87AA5304C8FD3951FDA3B5BCDF96350F,Hotel_Beacon,4,5:Value;5:Location;5:Sleep Quality;4:Rooms;5:Cleanliness;3:Service
5C9DE2468CE58C5ACA36564201A2D804,Millennium_Copthorne_Hotels_at_Chelsea_Football_Club,4,4:Value;5:Location;5:Sleep Quality;4:Rooms;4:Cleanliness;4:Service
D420C3408CF48C6D72FBD75214CF733D,The_Belvedere,5,5:Value;5:Location;5:Sleep Quality;5:Rooms;5:Cleanliness;5:Service
9A0E92F65B1B330553C1F1A2AEEAB161,Dean_Street_Townhouse,5,5:Value;5:Location;5:Sleep Quality;5:Rooms;5:Cleanliness;5:Service
824241C75B47FDB717721D30E41AED57,The_Savoy,4,3:Value;5:Location;4:Sleep Quality;5:Rooms;5:Cleanliness;4:Service
6683C6013B762877A3D2608030E0BD42,County_London,1,2.0:Value;5.0:Location;2.0:Sleep Quality;1.0:Rooms;1.0:Cleanliness;1.0:Service
E4C49D8C24BAAED4B98D9E72A97EBAED,Metro_Hotel_Dublin_Airport,4,5:Value;4:Location;5:Sleep Quality;4:Rooms;4:Cleanliness;4:Service
D1C87CC423F98F539AA9AE2824DDA8AA,Pan_Pacific_Singapore,5,5:Value;5:Location;5:Sleep Quality;5:Rooms;5:Cleanliness;5:Service
011685D5C6EEA55D619E467A35DA8E70,The_Marcel_at_Gramercy,3,3:Value;4:Location;2:Sleep Quality;2:Rooms;4:Cleanliness;2:Service
D1C87CC423F98F539AA9AE2824DDA8AA,Fairmont_Singapore,4,5:Value;4:Location;5:Sleep Quality;3:Rooms;4:Cleanliness;4:Service
098039C433D4D9698290A8F8677EC5B7,Royal_Plaza_on_Scotts,5,4:Value;5:Location;5:Sleep Quality;4:Rooms;4:Cleanliness;5:Service
C0AC6F2FCEC55A6660D898DF12C46A99,Ambassadors_Bloomsbury,3,3:Value;5:Location;4:Sleep Quality;3:Rooms;5:Cleanliness;4:Service
C0AC6F2FCEC55A6660D898DF12C46A99,Pullman_London_St_Pancras,3,3:Value;5:Location;3:Sleep Quality;3:Rooms;5:Cleanliness;4:Service
3C2024A629C7176A949202B6F53804EC,The_Wall_Street_Inn,4,4:Value;3:Location;3:Sleep Quality;4:Rooms;4:Cleanliness;3:Service
DAEEBB5AA993C6C5FC86B83387C8A08D,Radisson_Blu_Edwardian_Bloomsbury_Street,5,4:Value;5:Location;5:Sleep Quality;4:Rooms;5:Cleanliness;5:Service
3691F61EDD59ABAE06770C7FA68F0F11,Marina_Bay_Sands,3,2:Value;3:Location;3:Sleep Quality;3:Rooms;4:Cleanliness;3:Service
C445DE4263ED50600B99E5003345D7DA,The_Belvedere,4,4:Value;5:Location;4:Sleep Quality;5:Rooms;5:Cleanliness;5:Service
CC6BC8881BF961EAA680CCC290872C12,Dylan_Hotel,5,4:Value;4:Location;5:Rooms;5:Cleanliness;4:Service
C226D518823201D48C016EA9E317D7A6,Waldorf_Astoria_New_York,5,5:Value;5:Location;5:Sleep Quality;5:Rooms;5:Cleanliness;5:Service
1F5D6E709835F90884B8E5FEFCA8EC8F,The_Gibson_Hotel,5,4:Value;5:Location;5:Sleep Quality;5:Rooms;5:Cleanliness;5:Service
DB81C098BD6779E31C8B3F0DD397873F,JW_Marriott_Hotel_Hong_Kong,5,5:Value;5:Location;5:Sleep Quality;5:Rooms;5:Cleanliness;5:Service
474347599E2727542A4114D4A4F69F1A,Rafayel_on_the_Left_Bank_Hotel_Spa,3,3:Value;2:Location;4:Sleep Quality;4:Rooms;4:Cleanliness;2:Service
9A62C206A0F34F3B8CF84D1D343AB526,Link_Hotel,2,2.0:Value;3.0:Location;3.0:Sleep Quality;1.0:Rooms;1.0:Cleanliness;3.0:Service
9A62C206A0F34F3B8CF84D1D343AB526,Hotel_Fort_Canning,3,2:Value;3:Location;4:Sleep Quality;1:Rooms;4:Cleanliness;4:Service
B1810C78F7F4C60EFDB2C66578F1E558,Thistle_Marble_Arch,4,4:Value;5:Location;4:Sleep Quality;4:Rooms;4:Cleanliness;4:Service
2F6608E5027CC2F49509982EA171C6AD,Trump_SoHo_New_York,5,4:Value;4:Location;5:Sleep Quality;5:Rooms;5:Cleanliness;5:Service
AFF4AEAECA2757CC3082B567B16E34F6,The_Chesterfield_Mayfair,5,5:Value;5:Location;5:Sleep Quality;4:Rooms;5:Cleanliness;5:Service
A7DC240EE82AEF3C394F7E4CBC6125BD,The_Ritz_Carlton_New_York_Central_Park,5,3:Value;5:Location;5:Sleep Quality;4:Rooms;5:Cleanliness;5:Service
43D5B3C4A6DFE312BF270A2CC963AED4,Hotel_Stanford,4,5:Value;5:Location;4:Sleep Quality;3:Rooms;3:Cleanliness;4:Service
43D5B3C4A6DFE312BF270A2CC963AED4,Holiday_Inn_SoHo_New_York,4,4:Value;4:Location;4:Sleep Quality;4:Rooms;4:Cleanliness;4:Service
56349C36B0B065762751FFF4A41D29BA,Hyatt_Regency_Hong_Kong_Sha_Tin,5,4:Value;3:Location;5:Sleep Quality;5:Rooms;5:Cleanliness;5:Service
4A69EF2EBF27E5F12B823CE97FEBA3E2,Four_Points_by_Sheraton_Midtown_Times_Square,2,2:Value;1:Location;4:Sleep Quality;2:Rooms;4:Cleanliness;2:Service
4A69EF2EBF27E5F12B823CE97FEBA3E2,Park_South_Hotel,4,4:Value;4:Location;4:Sleep Quality;4:Rooms;4:Cleanliness;3:Service
38BECEE10D9FE24C2445966868CCC2CA,Chambers_Hotel,5,3:Value;5:Location;4:Sleep Quality;4:Rooms;4:Cleanliness;5:Service
38BECEE10D9FE24C2445966868CCC2CA,Four_Seasons_Hotel_New_York,5,2:Value;5:Location;5:Sleep Quality;5:Rooms;5:Cleanliness;5:Service
F81297105260FD2BC1FB420B4B5160EA,Mandarin_Orchard_Singapore,5,4:Value;4:Location;3:Sleep Quality;4:Rooms;5:Cleanliness;5:Service
13E1512E7F190628EF8CCE5EF52A979B,St_Pancras_Renaissance_London_Hotel,5,4:Value;5:Location;5:Sleep Quality;5:Rooms;5:Cleanliness;4:Service
24208AF3AFE40D0135B2C5DF4EEB6E3A,Harbour_Grand_Kowloon,5,4:Value;5:Location;5:Sleep Quality;5:Rooms;5:Cleanliness;5:Service
320E0A43659D0C33DA4E58F093B267B8,Affinia_Shelburne,4,5:Value;5:Location;4:Sleep Quality;4:Rooms;5:Cleanliness;4:Service
0723A38CEC75197F3ABE410ECD566F79,Hilton_Chicago,4,4:Value;4:Location;3:Sleep Quality;4:Rooms;4:Cleanliness;4:Service
0723A38CEC75197F3ABE410ECD566F79,Hotel_Indigo_Chicago_Downtown_Gold_Coast,3,2:Value;4:Location;3:Sleep Quality;3:Rooms;3:Cleanliness;3:Service
49DEDA35CF0A8D683B4FBD76AE35CDA6,Greenwich_Hotel,5,5:Value;5:Location;5:Rooms;5:Cleanliness;5:Service
95CED455B576F4A4178DE15AA914527D,DoubleTree_by_Hilton_London_West_End,4,4:Value;4:Location;4:Sleep Quality;4:Rooms;5:Cleanliness;4:Service
0723A38CEC75197F3ABE410ECD566F79,Hyatt_Regency_Chicago,4,4:Value;4:Location;4:Sleep Quality;4:Rooms;4:Cleanliness;5:Service
0B78BACF3AFF062CBDD190CABE3F1808,Hampton_Inn_Manhattan_SoHo,5,5:Value;5:Location;5:Sleep Quality;5:Rooms;5:Cleanliness;5:Service
A4F7213B5B2C5F44B3165A4C711948D6,Four_Seasons_Hotel_Chicago,3,3:Value;5:Location;2:Sleep Quality;4:Rooms;5:Cleanliness;3:Service
A4F7213B5B2C5F44B3165A4C711948D6,Waldorf_Astoria_Chicago,5,4:Value;5:Location;5:Sleep Quality;5:Rooms;5:Cleanliness;4:Service
A4F7213B5B2C5F44B3165A4C711948D6,The_London_NYC,2,4:Value;4:Location;3:Sleep Quality;2:Rooms;4:Cleanliness;3:Service
50F4F7A253975CE30CC753E5CAA4ECA7,DoubleTree_by_Hilton_Hotel_London_Tower_of_London,5,5:Value;4:Location;5:Sleep Quality;5:Rooms;5:Cleanliness;5:Service
C0D9D071B35FCDA95FB7148B9DBD328E,The_Mark,5,5:Value;5:Location;5:Sleep Quality;5:Rooms;5:Cleanliness;5:Service
6DDC61ADF8C0632510AADF3F0E4AD05D,Cosmopolitan_Hotel_Hong_Kong,4,4:Value;4:Location;5:Sleep Quality;4:Rooms;4:Cleanliness;5:Service
0CA10F88A0C6DCEC1875F3E21610D2FB,The_Soho_Hotel,5,5:Value;5:Location;5:Sleep Quality;5:Rooms;5:Cleanliness;5:Service
A29D539C24C9649CEF1A45A0A9980EE1,The_Rubens_at_the_Palace,4,5:Value;5:Location;5:Sleep Quality;4:Rooms;5:Cleanliness;5:Service
8453D6C5F3A183CCD66F0867E32F225E,Four_Seasons_Hotel_London_at_Park_Lane,5,2:Value;4:Location;4:Sleep Quality;5:Rooms;5:Cleanliness;5:Service
81A53C8A5BB2013B4E0E043DC3D17EEF,The_Empire_Hotel_Causeway_Bay,3,3.0:Value;4.0:Location;3.0:Sleep Quality;3.0:Rooms;3.0:Cleanliness;3.0:Service
81A53C8A5BB2013B4E0E043DC3D17EEF,L_hotel_Causeway_Bay_Harbour_View_Hong_Kong,5,5:Value;5:Location;5:Sleep Quality;5:Rooms;5:Cleanliness;5:Service
0723A38CEC75197F3ABE410ECD566F79,The_Palmer_House_Hilton,3,3:Value;4:Location;4:Sleep Quality;3:Rooms;4:Cleanliness;3:Service
DEAC24A68D61D47B7299C270DFA35CFF,The_Ritz_London,4,4:Value;5:Location;5:Sleep Quality;5:Rooms;5:Cleanliness;4:Service
9DCB7D15C4DFC475DB126373C6AE6EF1,O_Callaghan_Stephen_s_Green_Hotel,2,1:Value;3:Location;3:Sleep Quality;2:Rooms;4:Cleanliness;1:Service
42826AB23B5FE6EECF02B6E31B7E5156,Soho_House_New_York,5,4.0:Value;5.0:Location;5.0:Rooms;5.0:Cleanliness;5.0:Service
2EC2B3EB949D32C9F22269B33729E322,Dalmacia_Hotel,4,4.0:Value;4.0:Location;2.0:Sleep Quality;3.0:Rooms;4.0:Cleanliness;3.0:Service
70C58B724AE1CB8DD1417B56C50D0E07,Hilton_London_Metropole,5,3:Value;5:Location;5:Sleep Quality;5:Rooms;5:Cleanliness;5:Service
F0FC25D95036717EC776ECDEC1105F11,Gansevoort_Park_Avenue_NYC,4,4:Value;4:Location;5:Rooms;5:Cleanliness;4:Service
DC3F84CA22F16CBA2440E81AA303BA2C,Radisson_Blu_Edwardian_Bloomsbury_Street,5,5:Value;5:Location;5:Sleep Quality;5:Rooms;5:Cleanliness;5:Service
56077FCCE0AC1674BBA892FF22F0379D,Hotel_Mela,5,5:Value;5:Location;5:Sleep Quality;5:Rooms;5:Cleanliness;5:Service
5AE601A46914B50D00F99F8F25048530,Days_Inn_London_Waterloo,3,3:Value;3:Location;2:Sleep Quality;3:Rooms;4:Cleanliness;4:Service
F0FC25D95036717EC776ECDEC1105F11,Hyatt_Regency_London_The_Churchill,3,3:Value;4:Location;3:Rooms;4:Cleanliness;4:Service
F0FC25D95036717EC776ECDEC1105F11,Hotel_Grand_Central,2,2.0:Value;4.0:Location;1.0:Rooms;2.0:Cleanliness;2.0:Service
F0FC25D95036717EC776ECDEC1105F11,The_Ritz_Carlton_Millenia_Singapore,4,4:Value;4:Location;5:Rooms;5:Cleanliness;4:Service
06B09D3ADD32B4605F6499FB6E682265,Mabledon_Court_Hotel,1,1.0:Value;5.0:Location;1.0:Sleep Quality;1.0:Rooms;1.0:Cleanliness;3.0:Service
693F34814FC74BEEDE4DBB70118605A9,Comfort_Inn_Times_Square_South,4,4:Value;5:Location;5:Sleep Quality;4:Rooms;5:Cleanliness;5:Service
CC6BC8881BF961EAA680CCC290872C12,Park_Plaza_Sherlock_Holmes_London,4,3:Value;5:Location;4:Rooms;4:Cleanliness;4:Service
B7C1390ACB8957D57A02A91B06848C90,Wedgewood_Hotel,5,4.0:Value;5.0:Location;4.0:Sleep Quality;3.0:Rooms;3.0:Cleanliness;4.0:Service
8326B9F7472F4528FB3CA85C095B8E59,Hampton_Inn_Manhattan_SoHo,5,4:Value;5:Location;4:Sleep Quality;5:Rooms;5:Cleanliness;5:Service
0ED69FA5B168E86A0DD6EC7167ABDF78,Maldron_Hotel_Cardiff_Lane,5,4:Value;5:Location;5:Sleep Quality;5:Rooms;5:Cleanliness;5:Service
87C791159A16D2E5C5888D1D69DEB243,W_Hong_Kong,4,4:Value;4:Location;5:Rooms;5:Cleanliness;5:Service
144A3D081C77AB08FF5420A9EA039D01,Swissotel_The_Stamford,5,5:Value;5:Location;5:Sleep Quality;4:Rooms;5:Cleanliness;5:Service
144A3D081C77AB08FF5420A9EA039D01,Carlton_Hotel_Singapore,4,3:Value;5:Location;5:Sleep Quality;5:Rooms;5:Cleanliness;5:Service
9074A73F3F473F9A98D00652DCB58A12,Travelodge_London_Kings_Cross,2,1:Value;5:Location;3:Sleep Quality;1:Rooms;3:Cleanliness;4:Service
C07D7938E766F9D4F446CDA83247F1D9,Swissotel_The_Stamford,3,3:Value;4:Location;3:Sleep Quality;4:Rooms;4:Cleanliness;3:Service
B83908B6971515CFBA3BA0323E33F8DF,Hyatt_Regency_London_The_Churchill,5,4:Value;5:Location;5:Rooms;5:Cleanliness;5:Service
8ACE60E5A64EE115788B7FFE09525698,InterContinental_New_York_Times_Square,4,3:Value;4:Location;4:Rooms;5:Cleanliness;4:Service
EE6209C762F535CABA8E832CEFC837C0,Thistle_City_Barbican,2,2:Value;2:Location;2:Sleep Quality;2:Rooms;1:Cleanliness;1:Service
72E0A9C76C1D8DFCFD5BF791BB2C3220,Park_Plaza_County_Hall_London,5,5:Value;4:Location;5:Sleep Quality;5:Rooms;4:Cleanliness;4:Service
813FF8B740A750EC11F961F1CE7AEE5B,Eventi_a_Kimpton_Hotel,3,5:Value;5:Location;4:Sleep Quality;4:Rooms;4:Cleanliness;1:Service
